ID,Z_score
Twin_MZ_1A,-1.4869266806360448
Twin_MZ_2A,0.05208913759082265
NotTwin1,0.3391153032907178
Twin_DZ_1A,0.38314600681104705
Twin_DZ_2A,0.42334755863752516
Twin_DZ_3A,0.09609662174992963
Twin_DZ_3B,0.3418818975560856
Twin_DZ_4A,0.4456280687275205
Twin_MZ_3A,-0.26441416902909176
NotTwin2,-0.007650845117169286
Twin_MZ_4A,0.5354323358782066
NotTwin3,0.21718933370831292
Twin_DZ_2B,0.5555668031649416
Twin_MZ_5A,0.5136274802754386
Twin_MZ_6A,0.48613008419822706
NotTwin4,0.3032461090451734
NotTwin5,0.22692358186058376
NotTwin6,0.2535257120557976
Twin_DZ_5A,0.39532827582494356
Twin_MZ_7A,0.038408465245246555
Twin_DZ_6A,0.2190937125033656
Twin_MZ_8A,0.4459708151227429
Twin_MZ_3B,0.40732981141827335
NotTwin7,0.2662980855725788
Twin_MZ_9A,0.24939330584849867
Twin_MZ_10A,0.5096501996013956
Twin_DZ_7A,-0.5338538016537695
NotTwin9,0.024830272380064605
NotTwin10,0.15121353666863854
NotTwin11,0.35806990564234803
Twin_MZ_11A,0.3131213991275683
Twin_MZ_12A,-1.271393871579594
NotTwin12,0.42457585793297775
NotTwin13,0.17337600794997482
Twin_MZ_13A,0.5353583578903983
Twin_DZ_8A,0.44286714182636594
Twin_MZ_11B,0.01068302048186262
Twin_DZ_9A,0.6079138652499586
Twin_MZ_14A,-0.31941358144570714
Twin_MZ_15A,0.4686496009851258
Twin_MZ_14B,-0.8800132526197507
NotTwin14,0.4142103356164699
Twin_DZ_10A,-0.07214382573169185
Twin_MZ_10B,0.43874681426186507
Twin_MZ_8B,0.3657134863122825
NotTwin15,-0.4398308538700581
Twin_DZ_4B,0.333173580019916
Twin_MZ_16A,-0.8245204702290281
Twin_DZ_11A,0.5092050717141053
Twin_MZ_17A,0.08430891789321143
Twin_MZ_1B,0.292752585666443
Twin_MZ_4B,-0.06722144006696859
Twin_DZ_6B,0.303549672794531
Twin_MZ_18A,-0.7489851330324845
Twin_DZ_10B,0.5098233242244825
NotTwin16,-3.296938859867935
Twin_MZ_16B,-0.2647644068760301
Twin_DZ_12A,0.48680641300382443
NotTwin17,-0.19025285170457285
Twin_DZ_7B,0.3702000543393542
Twin_MZ_6B,0.5372857907242746
NotTwin18,0.20351310589869684
NotTwin19,-2.4744328424005575
Twin_DZ_8B,0.4110559220096783
Twin_MZ_7B,0.23216033729847574
Twin_MZ_15B,0.31040893359596167
NotTwin20,0.2950995130817284
Twin_MZ_12B,-1.0572518253928813
Twin_MZ_18B,-0.15388979759307142
NotTwin21,-7.412695397679377
NotTwin22,0.24692193650605815
Twin_MZ_19A,0.40980927346289514
NotTwin23,0.229078739707536
Twin_MZ_2B,0.26007822820617205
NotTwin8,0.4489832831844738
NotTwin24,0.07560692387817577
Twin_DZ_1B,0.1939671615787322
Twin_DZ_13A,0.35440814408092514
Twin_DZ_12B,0.38890429014048256
Twin_MZ_5B,0.4437083151995758
Twin_DZ_13B,0.2100015585321425
Twin_DZ_9B,0.4692860354121833
Twin_MZ_13B,0.5438672453003616
Twin_MZ_17B,-0.07872975250464805
Twin_DZ_11B,0.3532904984359563
Twin_DZ_5B,-0.22013214905052678
Twin_MZ_9B,0.2497822990721017
NotTwin25,-0.5062174519756365
Twin_MZ_19B,0.38088779708053183
